	GameID	LeagueIndex	Age	HoursPerWeek	TotalHours	APM	SelectByHotkeys	AssignToHotkeys	UniqueHotkeys	MinimapAttacks	MinimapRightClicks	NumberOfPACs	GapBetweenPACs	ActionLatency	ActionsInPAC	TotalMapExplored	WorkersMade	UniqueUnitsMade	ComplexUnitsMade	ComplexAbilityUsed	MaxTimeStamp
1706	1143	4	20.0	20.0	100.0	89.091	0.00208514	0.000361287	0.0	1.03e-05	0.000154837	0.002663198	80.8405	77.938	6.0465	0.000206449	0.0007329	6.19e-05	0.000526446	0.00093935	96876
1707	1196	5	16.0	6.0	650.0	99.9996	0.000155705	3.11e-05	3.11e-05	0.0	0.000155705	0.003051819	34.8866	70.1224	6.102	0.000373692	0.0012145	9.34e-05	0.0	0.0	32112
1710	8632	6	20.0	28.0	546.0	153.7362	0.005560204	0.000220206	6.61e-05	0.000143134	0.000198186	0.003897648	19.0142	52.1243	6.0367	0.000264247	0.00090285	6.61e-05	0.0	0.0	90824
1711	1128	1	18.0	14.0	100.0	50.1	0.002076545	0.000175708	0.0	0.0	4.79e-05	0.00238004	59.6486	114.0671	3.1678	0.000207654	0.00099035	9.58e-05	0.0	0.0	62604
1712	3285	4	18.0	36.0	600.0	38.028	0.000329691	0.000141296	4.71e-05	0.0	0.0	0.002025245	77.4375	85.0543	3.5039	0.000266893	0.00036109	7.85e-05	0.0	0.0	63696
1716	1947	6	22.0	24.0	1250.0	121.7802	0.003840849	0.000582667	7.13e-05	0.00051132	0.001415049	0.004007325	24.6667	45.3887	4.9733	0.000297279	0.0010464	0.000118912	0.000225932	0.00052321	84096
1718	1469	1	22.0	16.0	200.0	55.203	0.001085998	0.000236087	6.3e-05	0.0	0.000251826	0.002156258	74.0	114.0146	4.6277	0.000267565	0.00077122	7.87e-05	0.000157391	0.00037774	63536
1719	5625	2	29.0	2.0	150.0	85.6284	0.001722537	0.000305414	3.05e-05	0.00021379	0.001154466	0.002748729	48.6682	84.1333	5.3689	0.000189357	0.00040315	6.11e-05	1.22e-05	6.11e-06	163712
1720	7745	4	26.0	8.0	850.0	98.031	0.000994676	0.000196133	4.2e-05	0.0	0.000574391	0.002535724	41.9333	65.9227	7.6685	0.000252171	0.0011908	7e-05	0.000406276	0.001471	71380
1722	2247	5	23.0	16.0	150.0	133.6044	0.003684211	0.000494418	7.97e-05	0.000103668	0.000295056	0.003803828	34.1933	54.608	5.6331	0.000255183	0.00066986	6.38e-05	7.18e-05	0.00017544	125400
1723	3767	4	36.0	10.0	400.0	73.698	0.001853225	0.000175569	5.85e-05	0.0	0.000107292	0.003257774	46.3664	71.2575	3.7305	0.000185322	0.00068277	7.8e-05	0.0	0.0	102524
1724	5372	4	24.0	12.0	450.0	113.7816	0.006169043	0.000663028	0.0	2.88e-05	0.000144137	0.003247876	40.5697	60.7219	4.8343	0.0002114	0.00089365	8.65e-05	0.000249837	0.00015375	104068
1726	181	2	25.0	10.0	200.0	75.9642	0.000609665	0.000136864	4.98e-05	0.000124421	0.000323496	0.00209028	45.1018	78.3095	6.5417	0.000186632	0.00093316	7.47e-05	0.0	0.0	80372
1727	637	6	19.0	10.0	900.0	158.868	0.006709823	0.000766371	6.52e-05	6.52e-05	0.000644078	0.005193386	26.327	41.438	4.5118	0.000269045	0.000693	6.52e-05	0.0	0.00044841	122656
1729	7236	3	23.0	8.0	200.0	89.6808	0.001752297	0.000170126	6.81e-05	0.0	0.000493365	0.001735284	46.6931	93.7647	8.7843	0.000221164	0.0015822	8.51e-05	0.0	0.0	58780
1730	5360	5	23.0	10.0	500.0	170.799	0.016677009	0.000496432	7.76e-05	3.1e-05	0.000124108	0.00288551	50.0541	72.0645	5.414	0.000248216	0.0010239	9.31e-05	0.0	0.0	64460
1731	7259	5	20.0	48.0	2000.0	91.3914	0.000501791	0.000114332	2.54e-05	1.27e-05	0.000228664	0.003899997	41.5269	52.7687	4.3355	0.000254071	0.00074316	5.08e-05	0.0	2.54e-05	157436
1733	569	3	32.0	20.0	250.0	76.0464	0.001613607	0.00043611	8.72e-05	0.0	0.000196249	0.0019843	66.9333	100.4835	7.1209	0.000414304	0.00045792	0.000109027	0.0	0.0	45860
1734	3333	5	18.0	20.0	750.0	116.6394	0.002037347	0.000302692	6.99e-05	0.000314334	0.001210767	0.003539164	42.2706	61.75	5.5329	0.000395828	0.0012573	9.31e-05	2.33e-05	0.0	85896
1738	7513	6	26.0	12.0	730.0	152.0964	0.009326959	0.000632733	7.03e-05	0.000105456	0.000328084	0.003210536	25.348	59.3431	6.0876	0.000292932	0.00091395	5.86e-05	0.000234346	7.03e-05	85344
1740	3641	6	26.0	8.0	800.0	186.1506	0.013558355	0.000940525	9.51e-05	4.23e-05	0.000105677	0.005167604	28.2377	38.6912	4.045	0.000285328	0.00075031	8.45e-05	0.0	0.0	94628
1741	2182	5	25.0	8.0	600.0	109.023	0.003584114	0.00024217	3.23e-05	0.0	0.000113013	0.003793994	51.1453	53.7872	4.2936	0.000403616	0.0006135	6.46e-05	0.0	0.00019374	61940
1743	3070	4	18.0	12.0	400.0	85.224	0.001238157	0.000551787	5.38e-05	0.0	2.69e-05	0.002947351	31.5229	58.5388	5.0868	0.000174957	0.00043066	8.07e-05	0.0	0.00028262	74304
1744	3267	2	24.0	8.0	150.0	67.4424	0.001541184	0.000185513	9.99e-05	2.85e-05	0.000371026	0.002368857	57.5515	99.6386	4.7892	0.000256864	0.00091329	8.56e-05	0.0	0.0	70076
1745	8730	4	24.0	4.0	100.0	108.4764	0.00587992	0.000206831	0.000177284	0.000118189	0.0	0.001802387	47.1333	65.7705	8.0	0.000295473	0.00085687	0.000118189	0.0	0.0	33844
1746	6507	3	21.0	6.0	300.0	79.6548	0.00117212	0.000169172	3.63e-05	1.21e-05	0.00032626	0.003540529	55.411	61.7747	4.1126	0.000265842	0.0015225	7.25e-05	0.000483349	0.00085794	82756
1747	9197	5	21.0	24.0	700.0	107.9514	0.002118717	0.000622643	4.32e-05	0.0001989	0.000769657	0.003320765	27.6658	65.4271	6.0339	0.00027673	0.0011502	7.78e-05	0.0	8.65e-06	115636
1748	2773	4	18.0	8.0	400.0	72.1902	0.000572344	9.81e-05	8.18e-05	8.18e-05	0.000163527	0.002698195	24.9756	72.3394	4.9152	0.000212585	0.00065411	0.000114469	0.0	0.0	61152
1750	4191	1	25.0	28.0	600.0	60.507	0.000525663	0.000161743	6.74e-05	1.35e-05	5.39e-05	0.002399181	44.6328	85.3483	4.6517	0.000107828	0.00071436	8.09e-05	0.0	0.00021566	74192
1754	6529	3	16.0	12.0	600.0	88.4238	0.001443869	0.000427583	2.48e-05	0.000136331	0.000873758	0.0027638	39.4067	70.1704	6.5695	0.000161118	0.0007994	4.96e-05	0.000154922	0.00068165	161372
1755	1580	1	19.0	8.0	300.0	104.4486	0.003025141	0.000411184	5.87e-05	5.87e-05	0.000117481	0.001762218	24.4746	72.7333	9.6167	0.000323073	0.00061678	8.81e-05	0.0	2.94e-05	34048
1769	4418	4	18.0	2.0	100.0	121.3452	0.008029733	0.000321189	0.00011471	0.0	4.59e-05	0.004244287	49.9348	49.8162	3.5135	0.00055061	0.00057355	6.88e-05	0.0	0.0	43588
1776	664	5	28.0	8.0	500.0	72.816	0.000284455	0.000124449	0.0	0.000213341	3.56e-05	0.003129	22.6514	63.2045	4.2955	0.000231119	0.00094226	5.33e-05	0.0	0.0	56248
1777	2895	3	26.0	10.0	1000.0	72.9042	0.003288512	0.000133976	2.44e-05	0.000109617	0.000146156	0.00261863	51.0467	78.9023	4.1349	0.000207054	0.00064552	7.31e-05	0.0	0.0	82104
1778	2405	5	25.0	6.0	300.0	107.7252	0.001098784	0.000256027	5.33e-05	2.13e-05	0.000352038	0.00384041	29.3259	54.3111	4.7194	0.000256027	0.0009281	6.4e-05	8.53e-05	4.27e-05	93740
1781	8885	5	25.0	20.0	200.0	78.3246	0.001359073	0.000307527	5.95e-05	6.94e-05	0.000228166	0.003462164	49.1954	63.9542	3.9971	0.000198405	0.0006845	0.000109123	0.000257926	0.00015872	100804
1782	3927	1	18.0	20.0	80.0	41.8968	0.002025463	0.000385802	0.000241127	2.41e-05	9.65e-05	0.001663773	63.0	145.0435	3.913	0.000265239	0.0010368	0.000144676	0.0	0.0	41472
1787	8460	4	18.0	14.0	21.0	83.5914	0.002615168	0.000271575	4.02e-05	3.02e-05	5.03e-05	0.003530477	34.2743	65.3105	3.7692	0.000201167	0.00076443	7.04e-05	0.0	0.0	99420
1788	5998	5	19.0	4.0	400.0	100.3878	0.001173866	0.000385699	5.03e-05	8.38e-05	0.001542796	0.003672525	45.4495	52.0365	4.6712	0.00033539	0.00092232	8.38e-05	0.0	0.0	59632
1791	7110	5	28.0	6.0	250.0	138.1668	0.0055364	0.000728708	7.11e-05	0.00010664	0.000222167	0.003936798	36.9593	51.7652	6.2957	0.000284374	0.0016351	7.11e-05	0.000382127	0.0030837	112528
1792	8764	5	23.0	28.0	2000.0	188.3538	0.009201664	0.000574485	3.96e-05	0.000336767	0.000277338	0.005219889	32.1445	43.5522	4.9526	0.000237718	0.0014164	7.92e-05	0.000198098	0.00017829	100960
1795	928	4	18.0	10.0	700.0	48.5016	0.000690533	6.77e-05	2.71e-05	5.42e-05	0.000121859	0.001787262	71.7863	107.8182	4.9394	0.000243718	0.00097487	8.12e-05	0.0	0.0	73856
1796	2564	5	18.0	56.0	1650.0	184.2078	0.009488047	0.000386975	4.3e-05	2.87e-05	0.001332913	0.003611764	20.8924	54.3175	7.4087	0.000343978	0.0014046	8.6e-05	0.000343978	0.0012469	69772
1797	1175	4	23.0	16.0	400.0	117.417	0.002122515	0.000617947	0.000134336	8.06e-05	0.001047824	0.003009135	38.9189	67.5	6.9196	0.000376142	0.0017195	0.000134336	0.0	0.0	37220
1799	6002	3	16.0	12.0	1256.0	192.3036	0.00834528	0.000614376	0.00025599	0.0	0.000127995	0.00363506	27.7447	39.0704	7.6197	0.000409584	0.00079357	7.68e-05	0.0	0.0	39064
1800	6879	2	36.0	12.0	300.0	67.7856	0.000622229	5.19e-05	2.59e-05	0.0	5.83e-05	0.00237873	76.2732	104.1744	5.188	0.000142594	0.0003176	5.83e-05	0.0	0.0	154284
1801	339	6	16.0	20.0	500.0	157.9002	0.008130081	0.000207871	9.24e-05	2.31e-05	0.000207871	0.00297949	18.5	52.9302	7.1318	0.000300259	0.0007622	0.000161678	0.0	0.0	43296
1802	2191	2	24.0	16.0	100.0	79.9734	0.001241548	0.000291689	5.24e-05	7.48e-06	0.000142105	0.002296117	67.5686	88.3518	6.4267	0.000224376	0.0010247	5.98e-05	0.0	0.0	133704
1803	3494	1	33.0	10.0	750.0	31.5294	0.000149548	7.04e-05	5.28e-05	0.0	7.92e-05	0.001935325	76.895	111.1818	3.0227	0.000149548	0.00038706	6.16e-05	0.0	0.0	113676
1805	2284	2	19.0	30.0	200.0	56.8998	0.001930633	0.000169354	0.000135483	0.0	0.000541932	0.002032245	74.9153	110.9333	4.5333	0.000541932	0.00050806	0.000101612	0.0	0.0	29524
1807	6472	3	25.0	14.0	600.0	50.6922	0.000677575	0.000100381	3.76e-05	1.25e-05	0.000125477	0.002082915	97.503	106.241	4.3494	0.000225858	0.00058974	7.53e-05	6.27e-05	0.0	79696
1809	154	5	25.0	20.0	700.0	101.6796	0.001406194	0.000427198	8.9e-05	0.0	0.0001246	0.003453186	26.7979	54.5979	5.3144	0.000391598	0.0010324	7.12e-05	0.0	0.0005696	56180
1810	5326	1	20.0	20.0	16.0	73.2594	0.000954198	0.000136314	6.2e-05	0.0	9.91e-05	0.003866363	52.8103	69.4359	3.2981	0.000260236	0.00069396	7.44e-05	0.0	0.0	80696
1812	3233	6	21.0	20.0	1000.0	115.8912	0.008956506	0.000383412	7.67e-05	1.53e-05	0.000184038	0.00274523	46.2472	73.6983	4.7709	0.000230047	0.00082817	6.13e-05	0.0	0.0	65204
1814	7544	2	22.0	8.0	150.0	74.6136	0.000892385	0.000289199	1.65e-05	1.65e-05	0.000190045	0.003462123	47.0622	61.1647	3.864	0.00026441	0.0010081	6.61e-05	0.000363564	6.61e-05	121024
1816	1366	1	20.0	14.0	200.0	96.7374	0.002277344	0.000246199	1.54e-05	0.0	0.000415461	0.002015757	57.3231	85.5267	8.2977	0.000261587	0.001031	7.69e-05	0.0	0.0	64988
1820	5747	2	18.0	8.0	400.0	62.1354	0.000581945	0.000109115	7.27e-05	0.0	0.000127301	0.00323707	70.1017	72.5843	3.5	0.000436459	0.0014367	0.000127301	9.09e-05	0.00021823	54988
1821	4598	5	24.0	20.0	1000.0	165.198	0.004167428	0.000216935	2.28e-05	0.000125594	0.001758312	0.002934326	23.1719	56.6693	9.4514	0.000251187	0.0011874	6.85e-05	0.0	0.0	87584
1822	2091	4	20.0	2.0	50.0	66.9522	0.000904875	0.00042416	8.48e-05	0.0	0.000395883	0.002856012	29.84	80.5545	4.2871	0.000452438	0.00050899	8.48e-05	0.0	0.00011311	35364
1823	6350	4	24.0	16.0	350.0	113.1234	0.00352363	0.000386867	0.000104559	0.0	0.00048097	0.004391468	49.6038	56.1905	4.1905	0.0003555	0.00096194	8.36e-05	7.32e-05	0.00011501	95640
1828	2229	2	19.0	12.0	600.0	60.426	0.000118911	3.96e-05	2.97e-05	0.0	4.95e-05	0.002269214	104.5965	91.8952	4.9825	0.000267549	0.00035673	5.95e-05	0.0	0.0	100916
1832	6633	3	30.0	12.0	500.0	87.2712	0.000912997	0.000241676	0.0	2.69e-05	0.000349087	0.002819549	29.6538	66.7048	5.6476	0.000402793	0.00069817	8.06e-05	0.0	0.00021482	37240
1833	1174	5	16.0	24.0	1400.0	116.4402	0.000976935	0.000119138	0.0	0.0	0.000929279	0.003335875	33.7842	51.5429	5.9071	0.000405071	0.001239	0.000119138	0.0	0.0	41968
1834	10005	8				287.8128	0.029039722	0.001041265	0.000173544	0.000231392	0.000655611	0.005399152	31.6416	36.1143	4.5893	0.000655611	0.0011377	0.000115696	5.78e-05	0.0	51860
1838	5304	1	21.0	12.0	200.0	62.004	0.001691475	0.000302049	6.04e-05	0.0	0.000157066	0.002899671	58.9289	85.7667	3.5583	0.000169147	0.0006041	8.46e-05	0.0	0.00019331	82768
1840	5065	5	16.0	28.0	730.0	109.296	0.001710516	0.000295268	5.09e-05	7.13e-05	0.000651625	0.003594119	40.875	59.6941	5.2578	0.000234178	0.0011913	8.15e-05	9.16e-05	0.00014254	98216
1841	2865	2	17.0	6.0	800.0	71.4978	0.00162754	0.000283587	7.4e-05	0.000443875	0.000382225	0.00244131	61.6244	89.2727	4.9091	0.000197278	0.00078911	8.63e-05	0.0	0.0	81104
1842	5788	6	18.0	12.0	500.0	183.1272	0.01103468	0.00099121	7.17e-05	4.78e-05	0.000788191	0.004621668	34.9845	36.8165	5.1266	0.000334384	0.0017197	8.36e-05	0.000274673	0.0015525	83736
1843	3991	5	29.0	20.0	2000.0	82.8558	0.000740723	0.000218574	2.43e-05	7.29e-05	0.000182145	0.002501457	46.5951	76.0583	6.1068	0.000255003	0.0011779	7.29e-05	0.000340004	0.0	82352
1844	8694	6	17.0	20.0	900.0	194.9988	0.007415615	0.000483009	0.000142062	8.52e-05	0.000880782	0.00477327	21.988	36.119	6.0476	0.000426185	0.0018184	0.000142062	0.0	0.0	35196
1847	204	3	18.0	8.0	600.0	62.2194	0.001099196	0.000321716	0.0	4.02e-05	0.000201072	0.002386059	44.3164	90.8989	4.5393	0.000187668	0.00071046	9.38e-05	0.0	0.00010724	74600
1848	7433	4	17.0	24.0	1000.0	97.5594	0.006132054	0.000347754	3.48e-05	0.000104326	0.0	0.003083414	49.3887	70.8872	4.0075	0.000266611	0.0010201	8.11e-05	0.0	5.8e-05	86268
1849	6074	3	18.0	80.0	200.0	146.52	0.006214995	0.000393043	9.83e-05	4.91e-05	0.000147391	0.002898693	35.4872	64.8136	7.3983	0.000270217	0.00044217	7.37e-05	0.0	0.0	40708
1851	8052	3	24.0	12.0	500.0	88.8864	0.000833608	0.000370492	2.06e-05	2.06e-05	0.000432241	0.003313848	52.6106	57.2547	4.6304	0.000246995	0.00064836	8.23e-05	0.0	1.03e-05	97168
1858	6518	6	20.0	8.0	25000.0	247.0164	0.015793839	0.000438389	9.48e-05	0.000308057	0.001338863	0.00464455	17.6471	37.1837	6.5944	0.000343602	0.0018602	7.11e-05	0.0	1.18e-05	84400
1859	3883	4	21.0	20.0	140.0	87.8604	0.000346169	0.000131874	3.3e-05	1.65e-05	0.000131874	0.003758407	37.767	54.7544	4.25	0.000197811	0.00058519	5.77e-05	0.0	9.89e-05	121328
1860	5963	2	17.0	6.0	200.0	90.774	0.001694869	0.00048228	2.76e-05	0.0	0.000137794	0.003238163	32.188	59.234	4.8383	0.00023425	0.00079921	9.65e-05	0.0	0.00015157	72572
1861	5925	5	17.0	24.0	2400.0	104.8164	0.001044447	0.000435186	1.93e-05	9.67e-06	0.000135391	0.003936018	31.6158	47.1057	4.6364	0.000222429	0.00098642	8.7e-05	6.77e-05	0.00024177	103404
1862	6479	2	25.0	10.0	150.0	71.1048	0.000338879	6.16e-05	6.16e-05	0.0	0.000400493	0.002125693	32.4118	83.8261	6.2174	0.000369686	0.00058534	9.24e-05	0.0	0.0	32460
1863	3278	5	24.0	10.0	330.0	126.6186	0.001477858	0.000484126	0.000101921	0.000114661	0.000458645	0.00500688	29.2245	50.4936	4.4707	0.000318504	0.0011084	8.92e-05	0.0	1.27e-05	78492
1864	7986	4	22.0	6.0	500.0	109.9542	0.002464255	0.000406196	6.77e-05	0.0	0.000284337	0.003249567	38.5439	67.7333	5.5792	0.000446815	0.0020445	9.48e-05	0.0	0.0	73856
1868	5462	5	24.0	6.0	450.0	102.8244	0.001663381	0.000266962	8.21e-05	0.000143749	0.000595531	0.003675867	18.7416	58.4358	4.8771	0.000451782	0.00080089	0.000102678	0.0	0.00010268	48696
1870	3835	4	25.0	10.0	60.0	128.3382	0.003582098	0.000207457	8.3e-05	0.000650033	0.000677694	0.003042709	33.2237	59.0	6.8409	0.000331932	0.0027108	6.92e-05	0.0	0.0	72304
1871	4600	5	24.0	6.0	150.0	99.8502	0.002779962	0.000421206	5.62e-05	7.49e-05	0.000205923	0.004221423	35.5822	56.3016	3.9313	0.000299525	0.00079561	9.36e-05	0.000168483	0.0001872	106836
1873	7434	4	20.0	16.0	1300.0	141.3726	0.002939638	0.00031763	1.87e-05	1.25e-05	0.000143245	0.004440597	49.4607	53.8569	5.5063	0.000155701	0.00081587	6.85e-05	0.000149473	0.0001557	160564
1874	5571	5	21.0	6.0	250.0	112.1898	0.001841885	0.000341907	2.21e-05	9.37e-05	8.82e-05	0.003987074	38.0609	62.0526	4.8797	0.000170953	0.0010478	5.51e-05	0.000325363	0.00071139	181336
1876	2058	5	24.0	8.0	300.0	128.0394	0.006257475	0.000469845	7.47e-05	7.47e-05	0.000427131	0.003449086	32.2981	62.2291	5.226	0.000149496	0.00086494	9.61e-05	0.0	0.00030967	93648
1877	8834	5	24.0	10.0	300.0	136.7712	0.004969358	0.000486278	5.33e-05	4e-05	0.00019984	0.005402345	36.0543	42.7916	4.2133	0.000246469	0.00075273	6.66e-05	0.000106581	0.00013989	150120
1879	8521	6	31.0	8.0	800.0	133.179	0.003938181	0.000617337	0.0001703	0.000127725	0.000106437	0.003405995	23.3208	52.775	6.4813	0.000468324	0.0014475	8.51e-05	0.0001703	0.00042575	46976
1882	2792	4	28.0	12.0	100.0	63.3156	0.001100548	0.000351239	5.85e-05	0.000643938	0.000163911	0.002657706	56.3363	92.5639	4.2026	0.000222451	0.00081956	9.37e-05	0.0	0.0	85412
1883	5818	4	24.0	20.0	1000.0	109.5102	0.001192885	0.000419895	6.68e-05	7.63e-05	0.000687102	0.002948811	34.3377	66.0712	6.7638	0.000200405	0.0021186	7.63e-05	0.0	2.86e-05	104788
1889	7922	5	28.0	8.0	750.0	179.0754	0.00294776	0.000583247	3.15e-05	0.000110344	0.00092216	0.004839371	30.7276	39.355	6.2541	0.00022857	0.0013478	5.52e-05	0.0	0.0	126876
1890	139	5	18.0	20.0	800.0	99.5088	0.00073402	0.000108298	1.2e-05	2.41e-05	0.00057759	0.002695418	22.7265	68.7321	6.7054	0.000276762	0.0019614	8.42e-05	0.0	0.0	83104
1891	1620	3	18.0	4.0	200.0	81.708	0.00053286	0.000199822	4.44e-05	4.44e-05	0.00017762	0.003174956	33.2676	56.6434	4.7483	0.000244227	0.0008881	0.000111012	0.0	8.88e-05	45040
1893	7590	3	22.0	6.0	400.0	93.1896	0.00573167	0.000143292	6.61e-05	0.0	0.000121247	0.002590274	43.8462	88.034	4.6766	0.000242494	0.00057317	7.72e-05	0.0	0.0	90724
1896	5325	5	18.0	8.0	550.0	112.9572	0.002274697	0.000108319	2.71e-05	9.48e-05	0.000203098	0.003628683	22.427	52.0149	5.2575	0.000338497	0.0021528	9.48e-05	0.000162478	1.35e-05	73856
1899	6627	6	17.0	24.0	1350.0	120.0714	0.003347732	0.000350972	8.1e-05	0.000107991	0.000512959	0.004022678	29.5892	47.2349	4.4899	0.000283477	0.00076944	8.1e-05	0.0	0.0	74080
1903	3258	3	22.0	12.0	500.0	77.8542	0.003220936	0.000528435	0.000100654	2.52e-05	0.000830398	0.002742828	63.1111	84.367	4.2936	0.000201309	0.00075491	0.000100654	0.0	0.0	39740
1904	9075	3	24.0	8.0	600.0	128.4342	0.014537378	0.00016405	6.31e-05	0.000113573	0.000138812	0.003066478	59.0248	94.321	3.2922	0.00016405	0.00083287	0.000100954	0.0	0.00025239	79244
1905	2482	5	18.0	20.0	500.0	82.0194	0.002441765	0.000306498	3.06e-05	0.0	0.000224765	0.003105844	55.604	75.3026	4.2533	0.000234982	0.00073559	9.19e-05	0.000214548	0.00029628	97880
1908	6114	3	24.0	14.0	200.0	144.6222	0.001645449	0.000335585	5.41e-05	0.0	0.001363991	0.005131203	35.4588	41.7975	4.8439	0.000238157	0.0012016	8.66e-05	0.0	0.0	92376
1909	2591	6	27.0	28.0	1300.0	191.2926	0.019519623	0.000447856	6.2e-05	6.89e-06	0.000241153	0.004092713	50.516	56.0067	4.0875	0.000179142	0.00060633	4.13e-05	9.65e-05	8.96e-05	145136
1910	2392	5	20.0	6.0	450.0	155.5416	0.004046891	0.00052526	3.58e-05	1.19e-05	0.000322319	0.003354503	43.7286	51.8861	7.6655	0.000202941	0.0015758	9.55e-05	0.00010744	0.00010744	83768
1911	8039	3	18.0	16.0	800.0	98.8422	0.006238811	0.000298378	1.36e-05	0.000122064	0.000488255	0.002997342	66.3818	76.6516	4.0995	0.000217002	0.00028482	6.78e-05	0.0	0.0	73732
1913	2783	6	23.0	24.0	1400.0	311.0094	0.035170251	0.000582437	0.00010454	0.000537634	0.000462963	0.005212067	12.7931	36.9857	4.4928	0.000283751	0.00074671	0.00010454	0.0	0.00053763	66960
1915	3478	4	23.0	10.0	600.0	125.3988	0.00458907	0.000495411	3.26e-05	0.000169483	0.000580152	0.003559136	46.9725	60.8352	5.7198	0.000280298	0.00083438	6.52e-05	0.00018252	0.00044978	153408
1919	570	4	21.0	4.0	500.0	86.7318	0.00327441	0.000553942	7.39e-05	0.0	1.23e-05	0.003422128	30.296	63.554	4.0072	0.000344675	0.00078783	6.15e-05	0.0	0.0	81236
1920	381	6	23.0	20.0	1800.0	176.5188	0.007170979	0.000383475	0.000127825	0.000242867	0.00030678	0.004141528	24.644	44.8519	5.9877	0.000293997	0.002352	8.95e-05	0.0	0.0	78232
1921	8906	1	24.0	24.0	40.0	37.263	0.001094675	0.000236686	2.96e-05	0.0	0.000340237	0.002263314	52.9474	118.8497	2.7124	0.000236686	0.00065089	7.4e-05	0.0	2.96e-05	67600
1924	3824	4	22.0	4.0	200.0	71.0808	0.001255666	0.00015313	9.19e-05	0.0	0.000275634	0.00199069	26.625	108.4923	6.0	0.000398138	0.00052064	0.000122504	0.0	3.06e-05	32652
1925	6511	3	21.0	20.0	800.0	107.4774	0.002656016	0.000496736	6.08e-05	2.03e-05	0.000547423	0.003223714	32.6562	58.5031	5.5346	0.000304124	0.00070962	8.11e-05	0.0	0.00019261	98644
1926	4267	3	20.0	20.0	300.0	74.2356	0.000713788	0.000278552	8.7e-05	8.7e-05	5.22e-05	0.003342618	53.445	74.0625	3.9583	0.00033078	0.00053969	8.7e-05	0.0	0.0	57440
1930	8360	6	22.0	20.0	1500.0	123.717	0.001213413	0.000199769	1.48e-05	0.000873065	0.000384741	0.003869603	32.4521	47.4493	5.7304	0.000214567	0.0012578	6.66e-05	0.000547515	0.00012578	135156
1932	3777	5	17.0	12.0	730.0	147.1488	0.009243434	0.000626674	0.000113941	1.42e-05	0.000313337	0.005113086	47.7207	41.8607	3.5487	0.000284852	0.0012106	8.55e-05	2.85e-05	0.0	70212
1933	2212	2	17.0	70.0	1000.0	87.9894	0.001528706	0.000198166	5.66e-05	1.42e-05	0.000495414	0.002887555	31.9606	66.6471	5.1422	0.000226475	0.0010474	8.49e-05	0.0	0.0	70648
1934	2657	2	22.0	12.0	100.0	67.8552	0.00059969	0.000176379	5.29e-05	8.82e-05	0.000458586	0.002575138	34.069	76.3014	4.7466	0.000282207	0.00074079	8.82e-05	0.0	0.0	56696
1935	9024	4	20.0	10.0	1260.0	90.7542	0.002486979	0.000410586	4.69e-05	0.00011731	0.000351931	0.003061799	47.3385	82.1916	5.1762	0.000375393	0.0021702	8.21e-05	0.000293276	0.00062174	85244
1936	3157	3	34.0	8.0	300.0	165.5874	0.013119809	0.000377548	9.44e-05	0.000188774	0.000377548	0.002705764	27.2	62.7442	6.6279	0.000409011	0.00129	0.000125849	0.0	0.0	31784
1937	1552	4	17.0	10.0	730.0	101.8224	0.003857048	0.000482131	3.01e-05	0.0	4.52e-05	0.00424878	22.5053	49.078	3.7092	0.000316398	0.00088893	0.000105466	0.0	0.00010547	66372
1938	2398	4	22.0	8.0	300.0	113.6742	0.007012918	0.000515937	6.69e-05	5.73e-05	0.00030574	0.003516013	34.5286	63.8587	4.212	0.000257968	0.00091722	7.64e-05	0.0	0.00031529	104664
1940	7611	5	20.0	8.0	500.0	185.889	0.013836463	0.000539242	7.35e-05	1.23e-05	0.000808863	0.003872739	29.9048	45.6203	5.443	0.000330899	0.00093142	8.58e-05	0.0	0.0002206	81596
1941	4951	3	24.0	10.0	400.0	43.9338	0.001013779	8.72e-05	5.45e-05	0.0	0.000250719	0.002823319	68.6357	93.3127	2.7375	0.000174414	0.00042513	7.63e-05	0.0	1.09e-05	91736
1945	2495	4	21.0	8.0	450.0	130.9572	0.010634562	0.000526712	8.78e-05	0.0	6.27e-05	0.00297216	48.2881	72.4388	4.8101	0.000288437	0.0012792	0.000112867	0.00032606	0.0	79740
1946	609	6	16.0	14.0	1000.0	165.0564	0.004706808	0.000684892	0.000102005	1.46e-05	0.000422593	0.005085684	27.7471	39.7249	5.0401	0.000408021	0.0013844	0.000102005	0.0	0.00018944	68624
1954	4319	6	20.0	14.0	750.0	164.9736	0.002935283	0.000228495	5.27e-05	0.000246072	0.000298801	0.004719303	28.8134	45.2439	5.8883	0.00025486	0.000747	5.27e-05	4.39e-05	0.00013182	113788
1956	4514	4	20.0	6.0	500.0	99.8886	0.002874818	0.000391194	7.28e-05	9.1e-06	0.000100073	0.004093886	53.9777	58.2133	3.9889	0.000309316	0.00092795	8.19e-05	0.000154658	0.00012737	109920
1960	995	3	22.0	12.0	25.0	90.6156	0.001465581	0.000111029	3.7e-05	0.0	0.00019245	0.003019985	40.6683	58.0294	5.1985	0.000222058	0.00056255	4.44e-05	0.0	0.0	135100
1961	4776	5	21.0	28.0	800.0	138.0186	0.005173946	0.000380904	0.000190452	0.000253936	0.000380904	0.002793296	25.3793	53.5909	7.3864	0.00047613	0.0021267	0.000126968	0.0	0.0	31504
